Jname,Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs)
J0514-4002N,244.513,-35.036,78.5279,-40.0464,0.0055679,*,179.600927,*,*,11.95,*
J0514-4408,249.515,-35.365,78.717458,-44.143717,0.320270822,2.04E-15,3.122357486,-1.99E-14,*,0.966,2.48E+06
J0517+2212,182.176,-9.012,79.321446,22.21442,0.222366515,1.16E-17,4.497079963,-2.35E-16,*,0.159,3.04E+08
J0518+5125,158.262,7.903,79.60894,51.43297,0.912511685,1.91E-16,1.095876377,-2.29E-16,*,1.337,7.57E+07
J0518+5416,155.916,9.557,79.72167,54.28056,0.340202652,1.68E-15,2.939424473,-1.45E-14,*,1.434,3.22E+06
J0519+44,164.464,3.754,79.75,44,0.515,*,1.941748,*,*,1.421,*
J0519-6932,280.287,-33.254,79.94549,-69.539856,0.263211635,6.97E-16,3.799224155,-1.01E-14,*,49.7,5.98E+06
J0520-2553,228.434,-30.543,80.150772,-25.88675,0.241642176,3.01E-17,4.138350423,-5.15E-16,4.90E-28,2.379,1.27E+08
J0521-68,279.124,-33.262,80.43333,-68.58333,0.4334207,*,2.3072271,*,*,49.7,*
J0522-6847,279.348,-33.168,80.5961,-68.78394,0.674531909,1.77E-14,1.482509555,-3.90E-14,*,49.7,6.03E+05
J0523-7125,282.415,-32.547,80.95275,-71.43127,0.3225,*,3.100775,*,*,49.7,*
J0525+1115,192.695,-13.246,81.485201,11.2553,0.354437595,7.36E-17,2.82137114,-5.86E-16,-3.30E-28,1.841,7.63E+07
J0525-6607,276.087,-33.246,81.5038,-66.07675,8.047,6.50E-11,0.12427,-1.00E-12,*,*,1.96E+03
J0528+2200,183.856,-6.896,82.21777,22.0011,3.74553925,4.01E-14,0.266984253,-2.86E-15,*,1.215,1.48E+06
J0529-0715,210.065,-21.582,82.287388,-7.25734,0.689223601,5.76E-16,1.450907946,-1.21E-15,*,7.002,1.90E+07
J0529-6652,276.975,-32.763,82.46208,-66.87775,0.975736827,1.55E-14,1.024866514,-1.63E-14,*,49.7,9.99E+05
J0530-39,243.875,-31.843,82.5,0.907,mss+20,*,mss+20,*,*,,
J0532-6639,276.675,-32.481,83.248,-66.66036,0.642742751,5.35E-15,1.555832405,-1.30E-14,*,49.7,1.90E+06
J0532-69,280.333,-32.163,83.01667,-69.76667,1.1491957,*,0.8701738,*,*,49.7,*
J0533+0402,200.085,-15.326,83.35762,4.03325,0.963017825,1.60E-16,1.038402378,-1.73E-16,*,2.172,9.53E+07
J0533-4524,251.461,-32.264,83.30788,-45.41394,0.157284525,2.80E-16,6.357904564,-1.13E-14,*,1.239,8.89E+06
J0533+6759,144.78,18.183,83.4797504,67.9881914,0.00438816,1.26E-20,227.8859492,-6.55E-16,*,2.392,5.51E+09
J0534-13,216.227,-22.957,83.5,0.979,mss+20,*,mss+20,*,*,,
J0534+2200,184.558,-5.784,83.63322,22.014461,0.033392412,4.21E-13,29.946923,-3.78E-10,1.11E-20,2,1.26E+03
J0534+34,174.353,0.746,83.62,34.1,*,*,*,*,*,0.403,*
J0534-6703,277.129,-32.279,83.6507,-67.0636,1.817565031,4.25E-13,0.550186641,-1.29E-13,*,49.7,6.78E+04
J0535-66,276.884,-32.197,83.91667,-66.86667,0.210524357,*,4.7500442,*,*,49.7,*
J0535-6935,280.076,-31.936,83.8,-69.58,0.20051133,1.15E-14,4.9872493,-2.86E-13,*,49.7,2.76E+05
J0536-7543,287.161,-30.821,84.12842,-75.73189,1.245856133,5.78E-16,0.802660896,-3.72E-16,*,0.143,3.42E+07
J0537-69,279.768,-31.73,84.42917,-69.35,0.112613212,*,8.8799527,*,*,49.7,*
J0537-6910,279.559,-31.745,84.4476,-69.17219,0.016122222,5.18E-14,62.0261896,-1.99E-10,6.10E-21,49.7,4.93E+03
J0538+2817,179.719,-1.686,84.604405,28.2858781,0.143158259,3.67E-15,6.985276348,-1.79E-13,-6.37E-25,1.3,6.18E+05
J0540+3207,176.719,0.761,85.15465,32.12703,0.524270863,4.48E-16,1.907410978,-1.63E-15,*,1.421,1.85E+07
J0540-6919,279.717,-31.516,85.04667,-69.331714,0.050569703,4.79E-13,19.77468603,-1.87E-10,3.77E-21,49.7,1.67E+03
J0540-7125,282.148,-31.236,85.1283,-71.42539,1.286014595,8.20E-16,0.777596152,-5.00E-16,*,0.547,2.48E+07
J0542-68,278.449,-31.406,85.64583,-68.26667,0.425189,*,2.351895,*,*,49.7,*
J0543+2329,184.363,-3.318,85.79025,23.4847,0.245974769,1.54E-14,4.065457626,-2.55E-13,2.42E-25,1.565,2.53E+05
J0543-6851,279.125,-31.235,85.9696,-68.857,0.708954186,3.94E-15,1.410528381,-7.84E-15,*,49.7,2.85E+06
J0544+20,186.756,-4.495,86,20.83,*,*,*,*,*,1.283,*
J0545-03,208.094,-16.213,86.2,-3.2,1.07393,*,0.931159,*,*,2.062,*
J0546+2441,183.728,-2.045,86.61983,24.6892,2.843850385,7.65E-15,0.351635939,-9.46E-16,*,1.517,5.89E+06
J0550+09,197.055,-8.774,87.6,9.85,1.745,*,0.573066,*,*,1.804,*
J0554+3107,179.058,2.697,88.52088,31.1281,0.464960966,1.43E-13,2.150718176,-6.60E-13,1.80E-24,2,5.17E+04
J0555+3948,171.61,7.192,88.8,39.8,1.1469058,*,0.87191119,*,*,1.065,*
J0555-7056,281.46,-30.119,88.7577,-70.946,0.827838086,5.96E-15,1.207965685,-8.70E-15,*,49.7,2.20E+06
J0556-67,277.454,-30.15,89.10417,-67.48333,0.79054924,*,1.2649433,*,*,47.489,*
J0557+1550,192.684,-4.309,89.3810383,15.835013,0.002556367,7.35E-21,391.1801279,-1.13E-15,*,1.834,5.51E+09
J0557-2948,235.47,-23.989,89.387498,-29.8046678,0.043642639,7.30E-20,22.91337154,-3.80E-17,*,4.269,9.47E+09
J0600-5756,266.492,-29.343,90.1937,-57.9483,2.261364513,2.78E-15,0.442210884,-5.44E-16,*,0.553,1.29E+07
J0601-0527,212.199,-13.481,90.49573,-5.4641308,0.39596917,1.30E-15,2.525449143,-8.30E-15,2.42E-26,2.083,4.82E+06
J0605+3757,174.193,8.022,91.2730996,37.959989,0.002727954,4.80E-21,366.5750751,-6.50E-16,*,0.215,9.00E+09
J0608+00,207.445,-9.171,92.2,0.65,1.0762,*,0.929195,*,*,1.311,*
J0608+1635,193.366,-1.569,92.21526,16.58594,0.945844752,1.35E-14,1.057255959,-1.51E-14,*,1.651,1.11E+06
J0609+2130,189.192,1.04,92.4953587,21.50079,0.055698014,2.35E-19,17.95396154,-7.58E-17,*,0.574,3.76E+09
J0610-2100,227.747,-18.184,92.55665306,-21.00774976,0.003861325,1.23E-20,258.9784751,-8.27E-16,*,3.259,4.96E+09
J0611+04,204.655,-7.012,92.8,4.1,1.67443,*,0.597218,*,*,1.662,*
J0611+1436,195.378,-2.004,92.8277,14.6144,0.270329463,4.00E-15,3.699189834,-5.47E-14,*,0.807,1.07E+06
J0611+30,181.624,5.496,92.82,30.27,1.41209,*,0.7081702,*,*,1.08,*
J0612+3721,175.45,9.093,93.202861,37.36038,0.297982327,5.95E-17,3.355903726,-6.70E-16,-1.65E-26,0.535,7.94E+07
J0612+37216,175.442,9.08,93.18376,37.3612,0.443871368,1.50E-16,2.252904947,-7.60E-16,*,1.083,4.70E+07
J0613-0200,210.413,-9.305,93.43323292,-2.013121504,0.003061844,9.59E-21,326.600562,-1.02E-15,*,0.78,5.06E+09
J0613+3731,175.336,9.239,93.30063,37.5273,0.619198181,3.24E-15,1.614991824,-8.46E-15,*,0.186,3.02E+06
J0614+2229,188.795,2.394,93.5708575,22.4991244,0.334959966,5.94E-14,2.985431398,-5.30E-13,*,3.571,8.93E+04
J0614-3329,240.501,-21.827,93.5431158,-33.4983661,0.00314867,1.75E-20,317.5944553,-1.77E-15,*,0.63,2.84E+09
J0614+83,130.353,25.833,94,83.2,1.039203,*,0.96228,*,*,3.699,*
J0621+0336,206.246,-5.058,95.29675,3.61264,0.269954068,7.24E-18,3.704333874,-9.93E-17,*,1.701,5.91E+08
J0621+1002,200.57,-2.013,95.34214317,10.0440931,0.028853861,4.73E-20,34.65740662,-5.68E-17,*,0.425,9.67E+09
J0621+2514,187.12,5.073,95.2952258,25.234397,0.002721788,2.48E-20,367.4055519,-3.35E-15,*,1.641,1.74E+09
J0621-55,264.804,-26.411,95.18,-56.08,*,*,*,*,*,0.38,*
J0622+3749,175.877,10.958,95.54379,37.8204,0.333208232,2.54E-14,3.001126337,-2.29E-13,*,*,2.08E+05
J0623+0340,206.497,-4.459,95.94483,3.66856,0.6137596,8.84E-17,1.629302417,-2.35E-16,*,1.375,1.10E+08
J0624-0424,213.792,-8.036,96.083451,-4.41401,1.039076476,8.30E-16,0.96239307,-7.69E-16,-7.30E-29,1.938,1.98E+07
J0625+10,200.878,-0.956,96.44,10.27,0.498397,*,2.006433,*,*,1.637,*
J0627+0649,204.166,-2.085,96.973452,6.831703,0.346522567,1.70E-15,2.885814936,-1.41E-14,*,1.794,3.23E+06
J0627+0706,203.902,-1.991,96.93405,7.10917,0.475884938,2.98E-14,2.10134829,-1.32E-13,*,2.289,2.53E+05
J0627+16,195.793,2.124,96.8,16.2,2.18,*,0.458716,*,*,1.932,*
J0628+0909,202.19,-0.851,97.15076,9.15386,1.241421391,5.48E-16,0.805528249,-3.56E-16,*,1.771,3.59E+07
J0629+2415,188.817,6.223,97.2738637,24.2615406,0.476622836,2.00E-15,2.098095023,-8.79E-15,*,3.125,3.78E+06
J0630-0046,211.22,-5.02,97.61232,-0.76829,0.680574832,3.75E-15,1.469346136,-8.09E-15,*,2.109,2.88E+06
J0630+19,193.071,4.303,97.5,19.62,1.24855,*,0.800929,*,*,0.982,*
J0630-2834,236.952,-16.758,97.70585164,-28.57854967,1.244418596,7.12E-15,0.80358812,-4.60E-15,-1.18E-26,0.32,2.77E+06
J0631+0646,204.678,-1.238,97.96825,6.77061,0.110978943,3.62E-15,9.010718349,-2.94E-13,*,4.583,4.86E+05
J0631+1036,201.219,0.45,97.864683,10.61736,0.287800022,1.05E-13,3.474634898,-1.26E-12,1.66E-22,2.105,4.36E+04
J0633+0632,205.093,-0.932,98.43421,6.543,0.297395191,7.96E-14,3.362529159,-9.00E-13,-2.00E-23,1.355,5.92E+04
J0633+1746,195.134,4.266,98.475637,17.770252,0.237099442,1.10E-14,4.217639624,-1.95E-13,*,0.19,3.42E+05
J0633-2015,229.26,-12.968,98.28692,-20.25197,3.253210838,3.82E-15,0.307388623,-3.61E-16,*,3.676,1.35E+07
J0635+0533,206.151,-1.043,98.825,5.553,0.033856495,*,29.53643,*,*,*,*
J0636-23,232.113,-13.492,99,0.476,mss+20,*,mss+20,*,*,,
J0636-3044,239.683,-16.344,99.2875,-30.845,0.00394576,*,253.4366,*,*,0.679,*
J0636-4549,254.547,-21.547,99.1406,-45.82573,1.984597367,3.17E-15,0.503880544,-8.05E-16,*,0.383,9.91E+06
J0636+5128,163.909,18.643,99.02019777,51.48332374,0.002868953,3.45E-21,348.5592317,-4.19E-16,*,0.714,1.32E+10
J0641+07,204.882,1.252,100.3,7.7,*,*,*,*,*,1.257,*
J0645+5158,163.963,20.251,101.4961763,51.9708092,0.008853497,4.92E-21,112.9497232,-6.28E-17,*,1.22,2.85E+10
J0645+80,133.945,26.465,101.5,80.2,0.657873,*,1.52005,*,*,5.145,*
J0646+0905,204.271,3.051,101.62927,9.09711,0.903913357,7.36E-16,1.106300723,-9.01E-16,*,2.504,1.95E+07
J0646-54,264.4,-22.6,101.59333,-54.8825,0.00251,*,398.406375,*,*,0.367,*
J0647+0913,204.233,3.277,101.81533,9.23319,1.234853628,6.42E-15,0.809812578,-4.21E-15,*,2.666,3.05E+06
J0648-27,237.001,-12.645,102,4.169,mss+20,*,mss+20,*,*,,
J0652-0142,214.538,-0.613,103.04627,-1.70842,0.924053918,1.53E-16,1.082187933,-1.79E-16,*,2.318,9.60E+07
J0653+06,218.69,-2.507,103,-6.3,0.79,*,1.265823,*,*,2.14,*
J0653+4706,169.259,19.783,103.274221,47.107478,0.00475,*,210.526316,*,*,0.913,*
J0653+8051,133.178,26.828,103.31287,80.86673,1.214440512,3.80E-15,0.823424442,-2.58E-15,8.20E-28,2.348,5.07E+06
J0656-2228,233.655,-8.982,104.12586,-22.47376,1.224754415,2.67E-17,0.816490219,-1.78E-17,*,1.623,7.27E+08
J0656-5449,264.795,-21.141,104.20413,-54.820811,0.183156899,3.19E-17,5.459799803,-9.51E-16,*,0.372,9.09E+07
J0658+0022,213.374,1.688,104.56337,0.37647,0.563294925,9.15E-15,1.775268967,-2.88E-14,*,2.301,9.75E+05
J0658+2936,186.671,14.275,104.4359,29.6081,0.823700981,1.44E-15,1.214032789,-2.12E-15,*,0.815,9.07E+06
J0659+1414,201.108,8.258,104.950817,14.23872,0.384928623,5.49E-14,2.597884229,-3.71E-13,7.64E-25,0.288,1.11E+05
J0659-36,246.437,-14.139,104.8,0.637,mss+20,*,mss+20,*,*,,
J0700+6418,151.551,25.237,105.157508,64.303111,0.195670945,6.85E-19,5.110620788,-1.79E-17,-5.60E-29,0.413,4.52E+09
J0702-4956,260.19,-18.723,105.6637,-49.94283,0.66599359,*,1.501515953,*,*,0.538,*
J0709+0458,210.498,6.2,107.2848558,4.98097058,0.034428978,3.80E-19,29.0453,-3.21E-16,*,1.203,1.43E+09
J0709-5923,270.029,-20.899,107.38555,-59.398778,0.485268384,1.26E-16,2.060715334,-5.35E-16,*,0.371,6.10E+07
J0711+0931,206.674,8.776,107.90075,9.5236,1.214090492,4.00E-16,0.823661833,-2.70E-16,*,1.168,4.81E+07
J0711-6830,279.531,-23.28,107.9757502,-68.51315682,0.005490969,1.49E-20,182.1172346,-4.94E-16,*,0.106,5.84E+09
J0719-2545,238.934,-5.826,109.78075,-25.75006,0.974724731,7.28E-15,1.025930674,-7.66E-15,*,9.81,2.12E+06
J0720-3125,244.158,-8.165,110.104008,-31.430579,8.391115532,6.98E-14,0.119173666,-9.92E-16,*,0.4,1.90E+06
J0721-2038,234.669,-2.922,110.42877,-20.635295,0.015542395,4.40E-20,64.34014846,-1.82E-16,*,2.68,5.60E+09
J0725-1635,231.473,-0.33,111.25168,-16.59606,0.424311403,9.26E-17,2.356759664,-5.15E-16,1.50E-27,2.778,7.26E+07
J0726-2612,240.079,-4.644,111.53383,-26.2106,3.442308488,2.93E-13,0.290502726,-2.47E-14,*,2.9,1.86E+05
J0729-1448,230.392,1.424,112.31854,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79E-12,2.00E-23,2.681,3.52E+04
J0729-1836,233.76,-0.341,112.3847371,-18.6117344,0.510160345,1.90E-14,1.960168034,-7.28E-14,*,2,4.26E+05
J0732+2314,195.931,19.035,113.156315,23.248392,0.00409,6.00E-21,244.490583,-3.60E-16,*,1.151,1.08E+10
J0733-2345,238.713,-2.03,113.3525,-23.7656,1.796249701,5.70E-15,0.556715472,-1.77E-15,*,4.122,4.99E+06
J0734-1559,232.062,2.016,113.690396,-15.9884,0.15625,1.22E-14,6.4,-5.00E-13,*,*,2.03E+05
J0736-6304,274.881,-19.153,114.0834,-63.0711,4.862873961,1.52E-13,0.205639712,-6.42E-15,*,0.104,5.07E+05
J0737-2202,237.685,-0.318,114.43363,-22.03481,0.32036637,5.47E-15,3.121426255,-5.33E-14,6.80E-26,3.059,9.28E+05
J0737-3039A,245.236,-4.505,114.4635351,-30.66130953,0.022699379,1.76E-18,44.05406939,-3.42E-15,*,1.1,2.04E+08
J0737-3039B,245.236,-4.505,114.4635351,-30.66130953,2.77346077,8.92E-16,0.360560355,-1.16E-16,*,1.1,4.92E+07
J0738-4042,254.193,-9.192,114.634425,-40.71095,0.374920736,1.38E-15,2.667230441,-9.78E-15,-4.05E-24,1.6,4.32E+06
J0738+6904,146.593,29.377,114.59419,69.07223,6.827692802,2.70E-14,0.14646236,-5.79E-16,*,1.124,4.01E+06
J0740+6620,149.73,29.599,115.1908032,66.34264435,0.002885736,1.22E-20,346.5319965,-1.46E-15,*,1.15,3.75E+09
J0741+17,202.768,18.438,115,17.1,1.73,*,0.578035,*,*,1.207,*
J0742-2822,243.773,-2.444,115.704408,-28.378822,0.166762292,1.68E-14,5.996559477,-6.05E-13,-1.32E-24,2,1.57E+05
J0742+4110,178.128,26.575,115.55092,41.17083,0.003139215,*,318.551,*,*,0.524,*
J0742+4334,175.536,27.214,115.67554,43.56728,0.60619068,3.71E-16,1.64964595,-1.01E-15,*,1.61,2.59E+07
J0744-2525,264.4,-22.6,101.59333,-54.8825,0.091996,9.56E-16,10.87,-1.13E-13,*,*,1.52E+06
J0745-5353,266.66,-14.283,116.26867,-53.885989,0.214838506,2.19E-15,4.654659072,-4.74E-14,*,0.565,1.56E+06
J0746-4529,259.203,-10.103,116.74799,-45.49074,2.791025178,1.67E-14,0.358291286,-2.14E-15,*,0.81,2.65E+06
J0747+6646,149.218,30.283,116.91536,66.78243,0.407700524,6.78E-16,2.452780755,-4.08E-15,*,1.865,9.52E+06
J0749-4247,257.066,-8.349,117.456979,-42.795039,1.095452158,9.77E-16,0.91286506,-8.14E-16,*,0.56,1.78E+07
J0750+57,160.557,30.327,117.5,57,1.174875,*,0.85115,*,*,1.604,*
J0750-6846,281.056,-20.048,117.64938,-68.77606,0.915215804,1.10E-16,1.092638475,-1.31E-16,*,0.338,1.32E+08
J0751+1807,202.73,21.086,117.7881472,18.1273573,0.003478771,7.79E-21,287.457854,-6.43E-16,*,1.11,7.08E+09
J0753-0816,227.607,9.771,118.3875,-8.32639,2.09362,*,0.477642,*,*,1.718,*
J0754+3231,188.187,26.721,118.66953,32.53228,1.442349479,1.08E-15,0.693313247,-5.19E-16,-2.30E-28,1.464,2.12E+07
J0758-1528,234.464,7.224,119.621128,-15.469094,0.682265176,1.62E-15,1.465705763,-3.48E-15,-2.37E-26,2.71,6.68E+06
J0758-30,246.856,-0.417,119.5,1.092,mss+20,*,mss+20,*,*,,
J0802-5613,269.979,-13.191,120.6,-56.21722,0.273973,2.76E-15,3.65,-3.68E-14,*,*,1.57E+06
J0803-0942,230.07,11.196,120.86187,-9.71411,0.571256559,1.16E-15,1.750526946,-3.56E-15,*,0.818,7.80E+06
J0803+34,186.778,28.89,120.8,34.3,*,*,*,*,*,1.305,*
J0804-3647,253.331,-2.872,121.0925,-36.79319,2.191986896,4.21E-15,0.456207107,-8.76E-16,*,2.916,8.25E+06
J0806+08,213.92,20.334,121.52,8.28,2.0631,*,0.484707,*,*,1.848,*
J0806-4123,257.426,-4.983,121.5975,-41.37525,11.37038593,5.60E-14,0.087947762,-4.30E-16,*,*,3.24E+06
J0807-5421,268.727,-11.594,121.9466,-54.35735,0.526643531,3.78E-16,1.898817588,-1.36E-15,*,0.887,2.21E+07
J0808-3937,256.134,-3.759,122.04846,-39.63136,0.866349285,4.01E-16,1.154268859,-5.34E-16,*,2.884,3.42E+07
J0809-4753,263.301,-7.957,122.43265,-47.898528,0.547202119,3.08E-15,1.827478304,-1.03E-14,*,6.488,2.82E+06
J0811+37,183.676,31.217,122.8,37.47,1.2483,*,0.801089,*,*,0.355,*
J0812-3905,256.111,-2.811,123.06167,-39.09692,0.482595929,4.49E-17,2.072126886,-1.93E-16,*,5.86,1.70E+08
J0813+22,200.909,27.48,123.47,22.02,0.5314,*,1.881822,*,*,2.449,*
J0814+7429,139.998,31.618,123.74792,74.48492,1.292241447,1.68E-16,0.773849192,-1.01E-16,*,0.432,1.22E+08
J0815+0939,213.626,22.95,123.78657,9.66408,0.645161191,1.39E-16,1.550000238,-3.34E-16,*,2.491,7.35E+07
J0815+4611,173.626,33.453,123.99776,46.198122,0.434242252,3.90E-18,2.302862045,-2.07E-17,*,0.358,1.76E+09
J0818-3049,249.983,2.908,124.7054,-30.8253,0.763741848,5.80E-16,1.309342944,-9.90E-16,*,0.422,2.09E+07
J0818-3232,251.358,1.875,124.60806,-32.54181,2.161258927,7.53E-16,0.462693288,-1.61E-16,*,0.484,4.55E+07
J0820-1350,235.89,12.595,125.1099238,-13.8488497,1.238129544,2.11E-15,0.807669928,-1.37E-15,1.80E-28,1.9,9.32E+06
J0820-3826,256.523,-1.032,125.2497,-38.4453,0.124836674,2.44E-15,8.010466568,-1.57E-13,*,4.084,8.10E+05
J0820-3921,257.261,-1.583,125.20462,-39.36547,1.073566584,1.22E-14,0.931474596,-1.06E-14,*,3.576,1.40E+06
J0820-4114,258.749,-2.734,125.06442,-41.24311,0.54544556,1.98E-17,1.833363535,-6.64E-17,*,0.571,4.37E+08
J0821-4221,259.825,-3.137,125.435983,-42.357072,0.396728235,3.48E-15,2.520617165,-2.21E-14,*,5.802,1.81E+06
J0821-4300,260.382,-3.473,125.489022,-43.004743,0.112799455,9.30E-18,8.865291054,-7.29E-16,*,2.2,1.93E+08
J0823+0159,221.988,21.245,125.7906879,1.9867969,0.864872805,1.05E-16,1.156239385,-1.40E-16,*,2.5,1.31E+08
J0824+0028,223.577,20.789,126.1035009,0.4668242,0.009861349,1.47E-19,101.4060078,-1.51E-15,*,1.689,1.06E+09
J0826+2637,196.964,31.743,126.7146117,26.6225825,0.530660512,1.71E-15,1.884443967,-6.07E-15,1.50E-26,0.498,4.92E+06
J0827+53,165.47,35.647,126.95,53,0.0135,*,74.074074,*,*,1.571,*
J0828-3417,253.965,2.561,127.0693,-34.2853,1.848918804,9.96E-16,0.540856634,-2.91E-16,-1.00E-27,0.354,2.94E+07
J0831-4406,262.285,-2.694,127.88512,-44.10331,0.311673518,1.28E-15,3.208485613,-1.32E-14,*,5.883,3.86E+06
J0834-4159,260.886,-1.036,128.574196,-41.993331,0.121117759,4.28E-15,8.256427514,-2.92E-13,*,5.508,4.48E+05
J0834-60,276.075,-11.924,128.71,-60.58,0.384645,*,2.5998,*,*,0.095,*
J0835-3707,257.076,1.99,128.76283,-37.13097,0.541404374,9.78E-15,1.847048248,-3.34E-14,*,0.555,8.77E+05
J0835-4510,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57E-11,1.03E-21,0.28,1.13E+04
J0836-4233,261.537,-1.107,129.02438,-42.55692,0.738435606,1.32E-15,1.354214222,-2.42E-15,*,3.609,8.86E+06
J0837+0610,219.721,26.272,129.273508,6.17071,1.273768292,6.80E-15,0.785072141,-4.19E-15,9.60E-29,0.19,2.97E+06
J0837-24,247.453,9.799,129.43,-24.8,*,*,*,*,*,25,*
J0837-4135,260.904,-0.336,129.33831,-41.5873786,0.751625423,3.54E-15,1.330449942,-6.26E-15,3.10E-26,1.5,3.37E+06
J0838-2621,248.807,8.981,129.578338,-26.358208,0.308580662,3.90E-17,3.240643769,-4.10E-16,*,4.102,1.25E+08
J0838-3947,259.606,0.928,129.628,-39.7894,1.703945706,8.10E-16,0.58687316,-2.80E-16,*,5.095,3.32E+07
J0839-66,281.441,-14.927,129.90417,-66.58111,0.449339,*,2.225491,*,*,0.448,*
J0840-5332,270.774,-7.143,130.14052,-53.543319,0.720613772,1.64E-15,1.387705923,-3.15E-15,*,0.566,6.97E+06
J0842-4851,267.182,-4.101,130.522685,-48.85572,0.64435362,9.56E-15,1.55194286,-2.30E-14,*,3.103,1.07E+06
J0843+0719,219.4,28.223,130.89092,7.3133,1.36586,*,0.73214,*,*,2.068,*
J0843-5022,268.496,-4.898,130.79118,-50.37864,0.208955693,1.72E-16,4.785703538,-3.95E-15,*,1.573,1.92E+07
J0843+67,147.8,35.6,130.845,67.21889,0.002846,*,351.370344,*,*,1.579,*
J0846-3533,257.19,4.71,131.52517,-35.56144,1.116098409,1.60E-15,0.89597834,-1.29E-15,9.30E-28,0.535,1.10E+07
J0847-4316,263.444,0.158,131.9889,-43.28244,5.977492737,1.20E-13,0.167294223,-3.36E-15,*,6.547,7.90E+05
J0848+16,210.06,33.305,132.22,16.72,0.4524,*,2.210433,*,*,2.283,*
J0849-6322,279.433,-12.171,132.42746,-63.37639,0.367953256,7.91E-16,2.717736514,-5.84E-15,*,0.383,7.37E+06
J0849+8028,132.654,31.462,132.2563,80.4831,1.602227974,4.46E-16,0.624130908,-1.74E-16,1.10E-27,3.304,5.69E+07
J0854+5449,162.782,39.408,133.60719,54.824662,1.233032602,3.12E-16,0.811008564,-2.05E-16,*,1.436,6.26E+07
J0855-3331,256.847,7.517,133.91006,-33.52758,1.267535703,6.32E-15,0.788932413,-3.93E-15,4.90E-28,0.503,3.18E+06
J0855-4644,266.967,-1.004,133.90075,-46.73706,0.064686131,7.26E-15,15.45926441,-1.74E-12,*,5.638,1.41E+05
J0855-4658,267.116,-1.193,133.8315,-46.9729,0.575072383,1.36E-14,1.738911536,-4.12E-14,*,13.74,6.69E+05
J0856-6137,278.575,-10.427,134.24696,-61.63131,0.962510611,1.68E-15,1.038949586,-1.81E-15,*,0.37,9.08E+06
J0857+3349,190.141,39.736,134.27946,33.82139,0.242961077,2.40E-16,4.115885606,-4.07E-15,*,1.567,1.60E+07
J0857-4424,265.457,0.822,134.482633,-44.402958,0.326786221,2.09E-14,3.060104542,-1.96E-13,3.63E-23,2.833,2.47E+05
J0900-3144,256.162,9.486,135.1831379,-31.74191533,0.011109649,4.89E-20,90.01184192,-3.96E-16,*,0.89,3.60E+09
J0901-4624,267.404,-0.004,135.41717,-46.41347,0.441995131,8.75E-14,2.262468363,-4.48E-13,*,3.032,8.00E+04
J0902-6325,280.39,-11.082,135.635,-63.42,0.660313372,1.07E-16,1.514432455,-2.50E-16,*,0.192,9.78E+07
J0904-4246,265.074,2.859,136.24618,-42.77039,0.965173295,1.88E-15,1.03608337,-2.01E-15,*,0.675,8.15E+06
J0904-7459,289.738,-18.32,136.04362,-74.99492,0.549553679,4.61E-16,1.819658458,-1.53E-15,*,1.048,1.89E+07
J0905-4536,267.239,1.011,136.3496,-45.61472,0.988280597,1.49E-16,1.011858376,-1.53E-16,*,2.912,1.05E+08
J0905-5127,271.633,-2.854,136.4665,-51.465014,0.346301153,2.49E-14,2.887660037,-2.07E-13,*,1.33,2.21E+05
J0905-6019,278.222,-8.816,136.31352,-60.322794,0.340854177,5.22E-16,2.933805917,-4.49E-15,*,0.359,1.03E+07
J0907-5157,272.151,-3.031,136.816254,-51.966489,0.253557725,1.83E-15,3.943875103,-2.85E-14,*,0.341,2.19E+06
J0908-1739,246.119,19.85,137.159092,-17.660464,0.401625623,6.70E-16,2.489880978,-4.15E-15,1.10E-27,0.805,9.50E+06
J0908-4913,270.265,-1.019,137.14775,-49.218056,0.106769037,1.51E-14,9.366011234,-1.32E-12,4.00E-24,1,1.12E+05
J0909-7212,287.728,-16.256,137.39921,-72.202483,1.362890351,3.27E-16,0.733734742,-1.76E-16,*,0.752,6.60E+07
J0910+77,135.325,33.704,138,77.5,1.57905,*,0.63329,*,*,*,*
J0912-3851,263.165,6.584,138.17792,-38.8508,1.526085076,3.59E-15,0.655271463,-1.54E-15,*,0.346,6.74E+06
J0919-42,266.285,5.274,139.8,-42,0.8126,*,1.230618,*,*,0.329,*
J0919-6040,279.687,-7.774,139.8661,-60.68067,1.216975723,1.00E-17,0.821709079,-6.80E-18,*,0.355,1.93E+09
J0921-5202,273.776,-1.447,140.499494,-52.044019,0.009679814,1.70E-20,103.3077743,-1.81E-16,*,0.355,9.02E+09
J0921+6254,151.431,40.725,140.3089,62.90386,1.567994018,3.61E-15,0.637757535,-1.47E-15,1.70E-28,1.003,6.89E+06
J0922+0638,225.42,36.392,140.558425,6.63981,0.430627099,1.37E-14,2.322194777,-7.40E-14,1.80E-24,1.1,4.97E+05
J0922-4949,272.237,0.16,140.56234,-49.82002,0.950288537,9.76E-14,1.052311967,-1.08E-13,*,2.698,1.54E+05
